661	JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.
662	JMJD6 slows the hydroxylation of C-terminal lysine
663	KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.
665	KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.
666	Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.
667	Klf2 is important for proper myeloid cell function.
668	Klf4 is important for proper myeloid cell differentiation.
669	Klf4 is not required for proper myeloid cell differentiation.
670	Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.
671	Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.
672	L3MBTL2 binds to H2AK119Ub marked chromatin to form a PRC1 complex.
673	LDL cholesterol has a causal role in the development of cardiovascular disease.
676	LRBA prevents CTLA - 4 recycling.
677	LRBA promotes CTLA - 4 recycling.
679	LSD1-positive promoters are associated with RNA polymerase II
680	Lack of FGF21 in mice increases life expectancy.
681	Lack of FGF21 in mice leads to atherosclerotic plaque formation.
682	Lack of FGF21 in mice leads to reduced lifespan.
683	Lack of FGF21 in mice slows the rate of atherosclerotic plaque formation.
685	Lamins are associated with nuclear membrane structure maintenance.
686	Lamins are found within the inner layer of the mitochondrial membrane of all cells.
687	Lamins are found within the inner layer of the nuclear membrane of all cells.
688	Lamins have no effect on nuclear membrane structure maintenance.
689	Less than 10% of patients exposed to radiation have activated markers of mesenchymal stem cells.
694	Lice attenuated SIV vaccines induce a stronger antigen-specific T cell response in lymph node cells.
696	Lipopolysaccharides have an inflammation independent effect on kidney barrier function.
698	Lmna knock-in models are appropriate for testing therapeutic approaches against Hutchinson-Gilford progeria syndrome (HGPS).
703	Localization of PIN1 in the roots of Arabidopsis requires VPS9a
704	Long - range chromatin interactions regulate transcription.
705	Long chain polyunsaturated fatty acids supplementation has no significant effects on wheezing or asthma at 3 and 6 years.
709	Long chain polyunsaturated fatty acids supplementation is associated with lower rates of atopic eczema at 1 year.
710	Long chain polyunsaturated fatty acids supplementation reduces wheezing and asthma.
713	Low expression of miR7a does not repress target genes or exert a biological function in ovaries.
714	Low expression of miR7a does not repress target genes or exert a biological function in testis.
717	Low nucleosome occupancy correlates with high methylation levels across species.
724	Ly49Q directs the organization of neutrophil polarization by regulating membrane raft functions.
726	Ly6C hi monocytes have a higher inflammatory capacity than Ly6C lo monocytes.
730	Lysine histone demethylase inhibitor JIB 04 is inactive against KDM5A.
732	M. stadtmanae does not induce ASC speck formation in BlaER1 monocytes.
733	M. stadtmanae induces ASC speck formation in BlaER1 monocytes.
734	MEK inhibitors are effective treatments in RAS-driven mouse models of cancer.
736	MFGE8 regulates fat absorption by binding to av-Beta3 and av-Beta5 integrins.
737	MICAL redox enzymes regulate actin dynamics in many cell types.
738	MICAL redox enzymes regulate actin dynamics.
739	MT binding domain drives amyloid structure formation.
740	MUC1-C activates the NF-κB p65 signaling pathway by interacting with IκB kinase ß.
745	MafA phosphorylation decreases its ubiquitination.
746	MafA phosphorylation enhances its ubiquitination.
747	MafA ubiquitination decreases the recruitment of coavtivator P/CAF by MafA.
748	MafA ubiquitination increases the recruitment of coavtivator P/CAF by MafA.
749	Major antigen-induced signals from the T cell receptor and secondary signals from costimulatory receptors are required for T cell activation.
751	Major vault protein (MVP) leads to more aggressive tumors by regulating the sorting of tumor suppressive miR-193a into extracellular vesicles (EVs).
752	Major vault protein regulates sorting of tumor suppressive miR-193a into EVs.
753	Malaria has a high vectorial capacity.
755	Many cytokines that are produced by cancer cells also contribute to carcinogenesis.
757	Many transmembrane receptors transmit signals by long-range conformational changes in the association of alpha-helices across the plasma membrane.
758	Marmosets have a brain region homologous to Broca's area.
760	Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have only a modest impact in reducing malaria transmission.
761	MeCP2 influences the synaptic maturation of neurons.
762	Measuring routine outcomes is more beneficial to clinical practice than assessing treatment adherence.
764	Medications to treat obesity are highly effective.
765	Medications to treat obesity do not have side effects.
766	Medications to treat obesity have unwanted side effects.
767	Men are more susceptible to death due to pneumonia when compared to women.
771	Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.
772	Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.
774	Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) fail to reveal increased sensitivity to ionizing radiation (IR).
776	Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) fail to reveal increased sensitivity to ionizing radiation (IR).
777	Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).
778	Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.
779	Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.
780	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
782	Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.
787	Microcin J25 encourages nucleoside triphosphate (NTP) binding.
788	Microcin J25 inhibits nucleoside triphosphate (NTP) binding.
789	Microglia are an innate immune cell type of the central nervous system.
790	Microglia are an innate immune cell type of the peripheral nervous system.
791	Migraine with aura is associated with ischemic stroke.
792	Misunderstandings between doctors and patients can lead to non-adherence.
795	Mitochondria play a major role in apoptosis.
797	Mitochondria play a major role in energy production.
798	Mitochondria play a trivial role in calcium homeostasis.
799	Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).
801	Monoclonal antibody targeting of N-cadherin encourages castration resistance.
802	Monoclonal antibody targeting of N-cadherin encourages metastasis.
803	Monoclonal antibody targeting of N-cadherin inhibits castration resistance.
804	Monoclonal antibody targeting of N-cadherin inhibits growth.
807	Most termination events in Okazaki fragments are dictated by initiation patterns.
810	Mouse models can be generated using "artificial spermatids."
812	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
813	Mutations in G-Beta protein GNB1 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.
815	Mutations in RIM1 decrease levels of IME1 RNA.
816	Mutations in RIM1 raise levels of IME1 RNA.
817	Myelin sheaths are lipid-rich cellular structures.
818	Myelin sheaths play a role in action potential propagation.
822	N348I mutations cause resistance to nevirapine.
825	N348I mutations reduce resistance to nevirapine.
826	NAC destabilizes NO to increase the effect of contrast agents on renal functions.
828	NAC inhibits the generation of angiotensin-converting enzyme.
835	NR5A2 does not play a role in development of endometrial tissues.
838	NR5A2 is important in reverse cholesterol transport in humans.
840	Natriuretic peptides increase susceptibility to diabetes.
841	Natriuretic peptides protect against diabetes.
844	Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.
846	Neutrophils produce IL-1β in response to large particles.
848	Nigerian physicians constitue the largest component of sub-Saharan Africa-trained physicians in the United States.
853	Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.
854	Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.
855	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
856	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
857	Nonsteroidal antinflammatory drugs show potential anticancer indications.
858	Normal expression of RUNX1 causes tumorsupressing effects.
860	Normal granulomas form in the absence of TNF in Zebrafish.
861	Normal granulomas form in the presence of TNF in Zebrafish.
863	Notch signaling occurs between tumor cells and stromal cells.
866	Nuclear transfer from adult human fibroblasts to human oocytes can give rise to blastocysts containing expandable pluripotent cells.
867	Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.
871	Obesity decreases life quality.
876	Obesity raises life quality.
877	Occipital activation levels are associated with auditory spatial performance in parietal regions of the brain.
881	Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.
883	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.
884	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.
885	One in five surgical randomized controlled trials are discontinued early.
886	One in two surgical randomized controlled trials are discontinued early.
890	Origin gross domestic product(GDP) is negatively related to dengue virus (DENV-1) diffusion in air traffic shipments.
891	Origin gross domestic product(GDP) is positively related to dengue virus (DENV-1) diffusion in air traffic shipments.
893	Osteocytes have an essential role in G-CSF induced HSPC mobilization.
894	Osteoparthritis (OA) is characterized by degeneration of articular cartilage, joint edge, and subchondral bone hyperplasia.
895	Over half of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.
896	Overexpressing Cnp1 N-tail variants exacerbates the temperature-sensitive growth defect of scm3-139.
897	Overexpressing Cnp1 N-tail variants rescues the temperature-sensitive growth defect of scm3-139.
898	Oxidative DNA damage activates STING signalling.
899	Oxidative DNA damage inhibits STING signalling.
900	Oxidative phosphorylation is one of the primary glycometabolic pathways in cells.
901	PCSK9 inhibitors decrease plasma Lp(a) levels.
902	PD-1 triggering on monocytes enhances IL-10 production by monocytes.
908	PGE 2 suppresss intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.
909	PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.
910	PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.
912	PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.
916	PRC1-bound plasmids sediment at a slower rate in unbound plasmids than in sucrose gradients.
917	PTEN is a regulator for the transcriptional activity of SRF
919	Participants who quit smoking reduce lung cancer risk by approximately 50%.
923	Patients in stable partnerships have a slower progression from HIV to AIDS.
925	Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.
926	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
927	Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
928	Patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with Plasmodium falciparum.
929	Patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with Plasmodium falciparum.
930	Patients with panic anxiety show decreased CSF levels of hypocretin.
933	Pediatric SCD patients with vaso-occlusive crisis show increased morphine use after breathing 80 ppm iNO for 4 hours.
934	Perigenital skin is not the primary site of HIV acquisition.
935	Peroxynitrite is required for induction of T cell tolerance.
938	Persister cells provide relapse resistance in cancer patients.
939	Persistor cells are one reason for incomplete responses to Tyrosine kinase inhibitor (TKI) therapy in cancer patients.
940	Pharmacist attendance at ward rounds increases adverse events in wards.
941	Pharmacist attendance at ward rounds reduces adverse events in wards.
942	Phase information is useful for predicting donor-recipient matches in organ transplantation.
944	Physical activity does not improve cognitive function in individuals with Alzheimers.
945	Physical activity level has no association with the difference in maximal oxygen consumption between black and white youth.
946	Physical activity level is associated with the difference in maximal oxygen consumption between black and white youth.
949	Physical injury represses transgultaminase activity.
951	Piezo1 channels are sensors for cell migration in epithelial cells.
952	Pioglitazone use is not associated with an increased risk of prostate cancer.
953	Pioglitazone use is significantly associated with an increased risk of pancreatic cancer.
954	Pioglitazone use is significantly associated with an increased risk of prostate cancer.
955	Pioneer factor OCT3/4 interacts with major chromatin remodeling factors.
959	Polymeal nutrition increases cardiovascular mortality.
962	Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.
963	Pre-mRNAs associated with spliceosomal components are less stable than unassociated splicing substrates.
964	Pre-mRNAs associated with spliceosomal components are more stable than unassociated splicing substrates.
965	Prescribed exercise training improves quality of life.
969	PrimPol degrades short DNA replication intermediates on the leading strand during DNA replication.
970	PrimPol generates short DNA replication intermediates on the leading strand during DNA replication.
972	Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.
973	Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.
976	Primary pro-inflammatory cytokines suppress secondary pro- and anti-inflammatory mediators.
977	Pro-inflammatory cytokines are up regulated during tumor development.
978	Pro-inflammatory cytokines are up repressed during tumor development.
979	Progerin induces premature aging in stem cells.
980	Propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury.
984	Pseudogene PTENP1 encodes a transcript that regulates PTEN expression.
988	Pseudoknots are not evolutionarily conserved in most eukaryotes.
989	Pure neural progenitor cell (NPC) populations can only be obtained from cell cultures that undergo passaging, filtration, or other isolation and cell sorting methods.
990	Pyridostatin decreases telomere fragility in BRCA2-deficient cells.
992	Pyridostatin deregulates G2/M progression.
994	Pyridostatin encourages proliferation of homologous recombination - defective cells.
996	Pyridostatin induces checkpoint activation.
997	Pyridostatin induces double-strand breaks accumulation.
998	Pyridostatin prevents double-strand breaks accumulation.
999	Pyridostatin reduces proliferation of homologous recombination - defective cells.
1000	Pyridostatin stabilizes the G - quadruplex in the telomeric region.
1001	R2D2 stops miRNA production by increasing the selectivity of Dcr2 for long dsRNA.
1002	RA activation of DIF2 and NB4 cells induces hallmarks of transcriptionally active promoters.
1003	RAD52 is involved in break-induced DNA replication (BIR).
1004	RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.
1005	RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.
1006	RTEL1 interacts with TRF2 through a C4C4 motif
1008	RUNX is not expressed in skin tissue.
1009	RUNX1 is downregulated or mutated in TLX1 T-ALL.
1011	Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.
1015	Rapamycin delays aging in fruit flies.
1016	Rapamycin increases the concentration of triacylglycerols in fruit flies.
1018	Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.
1023	Recognition of start codons depends on the translation initiation factor IF3.
1025	Reduced levels of lipolysis leads to higher P38 phosphorylation in adipose tissue.
1026	Reduced phosphorylation of PP2A increases HDAC4 dephosphorylation by enhancing PP2A-HDAC4 interaction.
1027	Reduced phosphorylation of PP2A suppresses HDAC4 dephosphorylation.
1028	Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.
1030	Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.
1031	Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.
1032	Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpA in 2D BN-PAGE gels.
1033	Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.
1034	Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.
1035	Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.
1036	Removal of H3K9me3 improves reprogramming efficiency in human somatic cell nuclear transfer experiments.
1037	Replacement of OCT4 and SOX2 genes with GATA3 has the ability to reprogram human cells.
1038	Replacement of OCT4 and SOX2 genes with GATA3 is not capable of reprogramming human cells.
1040	Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.
1042	Repressing IL-18 has negative effects on atherosclerotic lesion composition and progression.
1043	Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC)
1044	Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.
1045	Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.
1046	Ribosomal protein (RP) expression is controlled in part by stress-activated regulators.
1047	Ribosome-inactivating protein-2 (RIP-2) interacts with the p75 NTR death domain
1048	Ribosomopathies have a high degree of cell and tissue specific pathology.
1050	Risedronate increases risk of vertebral and non-vertebral fractures.
1052	Rising temperatures caused by global warming increases risk of dengue fever transmission.
1053	Rising temperatures caused by global warming lowers the risk of dengue fever transmission.
1054	Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.
1055	Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.
1056	Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.
1058	Roughly 55% of women with chronic pelvic pain have no underlying pathology.
1065	Satellite cell dysfunction is a key factor in sarcopenia development.
1067	ScPif1p has higher binding ability to G-rich ssDNA than to non-G-rich ssDNA.
1068	ScPif1p has reduced binding ability to G-rich ssDNA compared to non-G-rich ssDNA.
1069	Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.
1070	Self-advocacy training is effective at decreasing homelessness.
1072	Sepsis related mortality has remained stable between 2009-2014.
1073	Sepsis related mortality has risen from 2009 to 2014.
1074	Sequence conservation in gene regulatory regions between species is a high-accuracy predictor of conserved functionality.
1075	Sequence conservation in gene regulatory regions between species is a poor predictor of conserved functionality.
1081	Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.
1084	Side effects associated with antidepressants increases risk of stroke.
1085	Side effects associated with antidepressants lower risk of myocardial infarction.
1087	Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.
1090	Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.
1091	Sn is present on mature DCs during inflammation in vivo.
1096	Specialized functional cell types can be derived from human pluripotent stem cells.
1097	Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.
1098	Stacking is more stable when a purine is present in the +5 position (C1698).
1101	Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.
1102	Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.
1103	Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.
1105	Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.
1106	Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.
1109	Suboptimal nutrition is a leading cause of premature death
1111	Sudden death can occur in patients with complex ventricular arrhythmias.
1112	Sudden death can occur in patients with orthostatic hypertension without cardiac conduction abnormalities.
1114	Surfactin producing cells and exopolymer producing cells cooperate to generate "Van Gogh" bundles that have sliding abilities on specialized media.
1115	Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.
1118	Sweet taste receptors on the tongue are deactivated by between 1 and 10 mM glucose.
1119	Sympathetic nerve activity is elevated throughout normal pregnancy.
1120	Sympathetic nerve activity is reduced throughout normal pregnancy.
1125	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)
1126	Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)
1127	Systemic lupus erythematosus is a risk factor for cardiovascular disease.
1128	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.
1133	TMEM27 is a marker for beta cells.
1134	TNFAIP3 is a glioblastoma tumor enhancer.
1135	TNFAIP3 is a glioblastoma tumor suppressor.
1136	TNFAIP3 is a tumor enhancer in glioblastoma.
1138	TRAP+ osteoclasts regulate mature osteoblast maintenance.
1139	Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.
1141	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
1142	Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.
1145	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
1148	Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.
1153	The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.
1156	The DESMOND program caused substantial weight loss in most participants.
1157	The DESMOND program demonstrates no significant impact on biochemical outcomes.
1158	The DESMOND program demonstrates no significant impact on lifestyles outcomes.
1159	The DESMOND program demonstrates no significant impact on weight loss.
1161	The DEXI promoter region is bound by multiple transcription factors in a murine haematopoietic progenitor cell line.
1162	The DdrB protein from Deinococcus radiodurans functions as a pentamer.
1164	The G34R/V mutation creates a hypomethylated phenotype at the H3K36 histone.
1165	The G34R/V mutation does not create a hypomethylated phenotype at the H3K36 histone.
1166	The H2A-H2B eviction defect is compensated for by other histone chaperone(s).
1168	The HSV-2 infection is typically asymptomatic.
1169	The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.
1170	The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1171	The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1173	The PDPN gene deactivates the C-type lectin receptor (CLEC-2).
1174	The PPR MDA5 has twenty N-terminal CARD domains.
1176	The PRDM1 gene is a key determinant of primordial germ cells.
1177	The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.
1178	The PRR MDA5 has a C-terminal domain.
1181	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
1182	The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).
1183	The TRaF1/C5 rs10818488 allele polymorphism regulates the neighboring C5 gene.
1184	The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.
1186	The World Health Organization's (WHO) data collection process is biased downward by unequal selection of larger outbreaks.
1188	The ability of activator E2Fs in preventing cell death is limited to terminally differentiated cells.
1190	The amount of publicly available DNA data doubles every 10 months.
1193	The appearance of brown-like or beige cells primarily occurs in visceral fat, not subcutaneous fat.
1195	The artifactual C-terminal helix swapping in the StART domain is observed in the Ups1-Mdm35 heterodimer of the StARkin superfamily.
1205	The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.
1206	The composition of myosin-II isoform switches from the A isoform to the B isoform during hematopoietic differentiation.
1208	The cytokine receptor which regulates chemotaxis and formation of lymph nodes is involved in production of myeloperoxidase in the left atrium.
1209	The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.
1210	The density of cytokine receptor bearing cells affects the distance over which cytokines act.
1211	The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.
1212	The deregulated and prolonged activation of monocytes has deleterious effects in chronic infectious conditions.
1214	The deregulated and prolonged activation of monocytes improves inflammatory disease outcomes.
1215	The effect of Lipopolysaccharides on kidney barrier function is dependent on inflammation levels.
1218	The first MBT repeat of the four malignant brain tumor (4MBT) domain of Drosophila's Sfmbt and of the orthologous mammalian L3MBTL2 is required for the interaction with the spacer region of Drosophila's Pleiohomeotic (Pho) or its human ortholog YY1.
1219	The gene daf-16, which encodes forkhead Box O (FOXO), is required for all phenotypes associated with reduced insulin/insulin-like growth factor (Igf) signaling.
1220	The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.
1223	The innate immune response struggles to remove small numbers of parasites.
1224	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
1227	The mean suicide rate in women is higher after miscarriage than live birth.
1228	The mean suicide rate in women is lower after miscarriage than live birth.
1229	The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.
1230	The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.
1231	The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.
1234	The minor G allele of FOXO3 up-regulates IL-10.
1235	The morphology change from large white adipocytes to small brown adipocytes is a sign of decreased energy expenditure potential in white adipose tissue.
1236	The morphology change from large white adipocytes to small brown adipocytes is a sign of increased energy expenditure potential in white adipose tissue.
1237	The most prevalent adverse events to Semaglutide are cardiovascular.
1238	The most prevalent adverse events to Semaglutide are gastrointestinal.
1239	The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.
1244	The number of unfertilized oocytes in mated hermaphrodites increases with age.
1246	The one-child policy has created a hospitable environment for female infants.
1247	The origin of the CRF01_1b2k protein occurred between 1923 and 1956.
1248	The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.
1249	The peak incidence of fractures occurs in toddlers.
1253	The predominant localization of Linc00173 is in mononuclear macrophage nuclei.
1254	The proliferative capacity of neural progenitors differs across species.
1255	The proliferative capacity of progenitors is regulated cell-autonomously.
1257	The proportion of people with visual difficulty is two times higher in low-income countries than in high-income countries.
1258	The recruitment of Wdr5 to its target loci depends on Kat8.
1260	The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.
1261	The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.
1263	The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.
1265	The risk of breast cancer among parous women decreases with placental weight of pregnancies.
1268	The risk of cancer rises with level of alcohol consumption.
1269	The risk of female prisoners harming themselves is ten times that of male prisoners.
1275	The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) is decorated with VgrG and PAAR proteins.
1276	The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.
1284	Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events
1288	There is a positive correlation between hip fractures and statin use.
1289	There is a relation between Erythromycin use and hypertrophic pyloric stenosis.
1291	There is no association between HNF4A mutations and diabetes risks.
1293	There is no increased risk of hypospadias with clomiphene.
1294	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
1295	There is no relation between Erythromycin use and hypertrophic pyloric stenosis.
1297	There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.
1300	Thiopurine active metabolites can be catabolized through dephosphorylation of thioguanine nucleotides.
1302	Tirasemtiv has no effect on cardiac muscle.
1304	Tirasemtiv targets cardiac muscle.
1305	Tirasemtiv targets fast-twitch muscle.
1306	Toll-like receptor (TLR) signaling is involved in the pathogenesis of human MDS.
1307	Tonic signaling from the scFv induces constitutive stimulation.
1308	Tonic signaling from the scFv is amplified by MyD88/CD40.
1309	Tonic signaling from the scFv prevents constitutive stimulation.
1310	Traditional reviews are biased in their interpretations.
1311	Trans-acting factors, such as lncRNAs, influence mRNA translation.
1312	Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.
1314	Transcription rates in S. cerevisiae range between 0.7 and 2 kb/min.
1315	Transcription rates in S. cerevisiae range between 7 and 12 kb/min.
1322	Transplanted human glial progenitor cells can mature in their host animal.
1323	Treatment with a protein named FN impairs regenerative abilities of aged muscles.
1324	Treatment with a protein named FN restores regenerative abilities of aged muscles.
1325	Treatment with the EC uptake inhibitor AM404 resulted in a dose-dependent decrease in the expression of immobility.
1327	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
1328	Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.
1330	Tumor development occurs in conjunction with suppression of pro-inflammatory cytokines.
1331	Tumor development occurs in conjunction with upregulation of pro-inflammatory cytokines.
1333	Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.
1334	Type 1 Diabetes is associated with subtle perturbations in T reg development.
1340	Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.
1341	Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.
1342	Understanding epigenetic regulation of replication is essential for the reational design of episomally replicating vectors.
1345	Up-regulation of the p53 pathway and related molecular events speeds cancer progression.
1346	Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.
1347	Upon viral challenge, influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.
1348	Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.
